NAME: Andrew Grove
EMAIL: koeswantoandrew@gmail.com
ID: 304785991
list-none-m,1,1000,1,3000,4252310,1417,33
list-none-m,2,1000,1,6000,13566232,2261,2275
list-none-m,4,1000,1,12000,30100801,2508,7040
list-none-m,8,1000,1,24000,64811437,2700,18363
list-none-m,12,1000,1,36000,97374830,2704,28493
list-none-m,16,1000,1,48000,128691136,2681,38541
list-none-m,24,1000,1,72000,199773891,2774,60083
list-none-s,1,1000,1,3000,4230551,1410,32
list-none-s,2,1000,1,6000,8948455,1491,1274
list-none-s,4,1000,1,12000,43831848,3652,10708
list-none-s,8,1000,1,24000,77155298,3214,18370
list-none-s,12,1000,1,36000,125634706,3489,31846
list-none-s,16,1000,1,48000,172355004,3590,44482
list-none-s,24,1000,1,72000,206946979,2874,47104
list-id-none,1,1,4,3,85314,28438,0
list-id-none,4,1,4,12,148134,12344,0
list-id-none,8,1,4,24,287590,11982,0
list-id-none,12,1,4,36,332642,9240,0
list-id-none,16,1,4,48,431794,8995,0
list-id-none,1,2,4,6,111071,18511,0
list-id-none,4,2,4,24,132203,5508,0
list-id-none,8,2,4,48,266428,5550,0
list-id-none,12,2,4,72,353851,4914,0
list-id-none,16,2,4,96,442717,4611,0
list-id-none,1,4,4,12,105537,8794,0
list-id-none,4,4,4,48,159717,3327,0
list-id-none,8,4,4,96,249365,2597,0
list-id-none,12,4,4,144,358680,2490,0
list-id-none,16,4,4,192,434673,2263,0
list-id-none,1,8,4,24,102679,4278,0
list-id-none,4,8,4,96,104821,1091,0
list-id-none,8,8,4,192,239668,1248,0
list-id-none,12,8,4,288,368134,1278,0
list-id-none,1,16,4,48,119708,2493,0
list-id-m,1,10,4,30,116618,3887,94
list-id-m,2,10,4,60,158959,2649,619
list-id-m,4,10,4,120,232684,1939,1544
list-id-m,8,10,4,240,401874,1674,3411
list-id-m,1,20,4,60,123579,2059,63
list-id-m,2,20,4,120,151171,1259,588
list-id-m,4,20,4,240,270330,1126,1092
list-id-m,8,20,4,480,553016,1152,3061
list-id-m,16,20,4,960,1059030,1103,6153
list-id-m,1,40,4,120,140529,1171,45
list-id-m,2,40,4,240,206825,861,407
list-id-m,4,40,4,480,396768,826,993
list-id-m,8,40,4,960,817317,851,2824
list-id-m,16,20,4,960,1142548,1190,7755
list-id-m,1,80,4,240,216272,901,93
list-id-m,2,80,4,480,369890,770,394
list-id-m,4,80,4,960,747572,778,1076
list-id-m,8,80,4,1920,1346317,701,2420
list-id-m,16,20,4,960,1057711,1101,7380
list-id-s,1,10,4,30,115558,3851,44
list-id-s,2,10,4,60,113284,1888,51
list-id-s,4,10,4,120,181051,1508,785
list-id-s,8,10,4,240,330744,1378,2708
list-id-s,1,20,4,60,127526,2125,36
list-id-s,2,20,4,120,165638,1380,216
list-id-s,4,20,4,240,181061,754,336
list-id-s,8,20,4,480,463181,964,2724
list-id-s,16,20,4,960,1197469,1247,10267
list-id-s,1,40,4,120,140042,1167,31
list-id-s,2,40,4,240,207381,864,313
list-id-s,4,40,4,480,352344,734,814
list-id-s,8,40,4,960,698902,728,2459
list-id-s,16,20,4,960,957443,997,8185
list-id-s,1,80,4,240,176871,736,29
list-id-s,2,80,4,480,347664,724,208
list-id-s,4,80,4,960,567874,591,672
list-id-s,8,80,4,1920,1149584,598,2272
list-id-s,16,20,4,960,1083068,1128,9148
list-none-m,1,1000,4,3000,1375863,458,31
list-none-m,2,1000,4,6000,7017720,1169,704
list-none-m,4,1000,4,12000,12228231,1019,1902
list-none-m,8,1000,4,24000,21548426,897,4613
list-none-m,12,1000,4,36000,30268861,840,7197
list-none-m,1,1000,8,3000,972966,324,39
list-none-m,2,1000,8,6000,4747880,791,347
list-none-m,4,1000,8,12000,7492497,624,862
list-none-m,8,1000,8,24000,11985604,499,1856
list-none-m,12,1000,8,36000,16252873,451,2909
list-none-m,1,1000,16,3000,742674,247,31
list-none-m,2,1000,16,6000,3326409,554,227
list-none-m,4,1000,16,12000,4972790,414,444
list-none-m,8,1000,16,24000,7716795,321,845
list-none-m,12,1000,16,36000,10688754,296,1265
list-none-s,1,1000,4,3000,1358603,452,32
list-none-s,2,1000,4,6000,7176607,1196,411
list-none-s,4,1000,4,12000,11957316,996,1611
list-none-s,8,1000,4,24000,22547469,939,4661
list-none-s,12,1000,4,36000,34238268,951,8094
list-none-s,1,1000,8,3000,836974,278,27
list-none-s,2,1000,8,6000,4266793,711,211
list-none-s,4,1000,8,12000,6431152,535,563
list-none-s,8,1000,8,24000,11540583,480,1657
list-none-s,12,1000,8,36000,16562364,460,2945
list-none-s,1,1000,16,3000,584441,194,28
list-none-s,2,1000,16,6000,2891872,481,169
list-none-s,4,1000,16,12000,4019155,334,285
list-none-s,8,1000,16,24000,7221433,300,642
list-none-s,12,1000,16,36000,10447917,290,1072
